Attempt,Algorithm,Length,Time,,,,,,,,,,
166,A*,25,0.00234,,,,,,,,,,
166,A*,26,0.00036,,,,,,,,,,
166,A*,27,0.00095,,,,,,,,,,
166,A*,28,0.00026,,,,,,,,,,
166,A*,29,0.00111,,,,,,,,,,
166,A*,30,0.00188,,,,,,,,,,
166,A*,31,0.00177,,,,,,,,,,
166,A*,32,8.00E-05,,,,,,,,,,
166,A*,33,0.00024,,,,,,,,,,
166,A*,34,0.00532,,,,,,,,,,
166,A*,35,0.00018,,,,,,,,,,
166,A*,36,0.00075,,,,,,,,,,
166,A*,37,0.00161,,,,,,,,,,
166,A*,38,0.00081,,,,,,,,,,
167,A*,3,0.00024,,,,,,,,,,
167,A*,4,0.0003,,,,,,,,,,
167,A*,5,0.0004,,,,,,,,,,
167,A*,6,0.00112,,,,,,,,,,
167,A*,7,0.00114,,,,,,,,,,
167,A*,8,0.00025,,,,,,,,,,
167,A*,9,0.00021,,,,,,,,,,
167,A*,10,0.00087,,,,,,,,,,
167,A*,11,0.0017,,,,,,,,,,
167,A*,12,0.00067,,,,,,,,,,
167,A*,13,0.00066,,,,,,,,,,
167,A*,14,0.00122,,,,,,,,,,
167,A*,15,2.00E-05,,,,,,,,,,
167,A*,16,0.0004,,,,,,,,,,
167,A*,17,0.00106,,,,,,,,,,
167,A*,18,0.00081,,,,,,,,,,
167,A*,19,0.0009,,,,,,,,,,
167,A*,20,0.00083,,,,,,,,,,
167,A*,21,0.00083,,,,,,,,,,
167,A*,22,0.00125,,,,,,,,,,
167,A*,23,0.00281,,,,,,,,,,
167,A*,24,5.00E-05,,,,,,,,,,
167,A*,25,0.0002,,,,,,,,,,
167,A*,26,0.0002,,,,,,,,,,
167,A*,27,0.0014,,,,,,,,,,
167,A*,28,0.00036,,,,,,,,,,
167,A*,29,0.00217,,,,,,,,,,
167,A*,30,0.00237,,,,,,,,,,
167,A*,31,0.00015,,,,,,,,,,
167,A*,32,0.00091,,,,,,,,,,
167,A*,33,9.00E-05,,,,,,,,,,
167,A*,34,0.00057,,,,,,,,,,
167,A*,35,0.00034,,,,,,,,,,
167,A*,36,0.00105,,,,,,,,,,
167,A*,37,0.00034,,,,,,,,,,
167,A*,38,0.00783,,,,,,,,,,
167,A*,39,0.0003,,,,,,,,,,
167,A*,40,6.00E-05,,,,,,,,,,
167,A*,41,0.00294,,,,,,,,,,
167,A*,42,0.00067,,,,,,,,,,
168,A*,3,0.00028,,,,,,,,,,
168,A*,4,0.0001,,,,,,,,,,
168,A*,5,0.00053,,,,,,,,,,
168,A*,6,0.00052,,,,,,,,,,
168,A*,7,0.00137,,,,,,,,,,
168,A*,8,7.00E-05,,,,,,,,,,
168,A*,9,0.00307,,,,,,,,,,
168,A*,10,0.0021,,,,,,,,,,
168,A*,11,0.00335,,,,,,,,,,
168,A*,12,0.00016,,,,,,,,,,
168,A*,13,0.00038,,,,,,,,,,
168,A*,14,0.00067,,,,,,,,,,
168,A*,15,0.00096,,,,,,,,,,
168,A*,16,0.00324,,,,,,,,,,
168,A*,17,0.00179,,,,,,,,,,
168,A*,18,0.00212,,,,,,,,,,
168,A*,19,0.00202,,,,,,,,,,
168,A*,20,0.00045,,,,,,,,,,
168,A*,21,0.00061,,,,,,,,,,
168,A*,22,0.00083,,,,,,,,,,
168,A*,23,0.00012,,,,,,,,,,
168,A*,24,5.00E-05,,,,,,,,,,
168,A*,25,0.0001,,,,,,,,,,
168,A*,26,0.00014,,,,,,,,,,
168,A*,27,0.00029,,,,,,,,,,
168,A*,28,0.0001,,,,,,,,,,
168,A*,29,0.00081,,,,,,,,,,
168,A*,30,0.00155,,,,,,,,,,
168,A*,31,0.00649,,,,,,,,,,
168,A*,32,0.00256,,,,,,,,,,
168,A*,33,0.00061,,,,,,,,,,
169,A*,3,7.00E-05,,,,,,,,,,
169,A*,4,0.00062,,,,,,,,,,
169,A*,5,0.00097,,,,,,,,,,
169,A*,6,0.0004,,,,,,,,,,
169,A*,7,0.00112,,,,,,,,,,
169,A*,8,0.00132,,,,,,,,,,
169,A*,9,2.00E-05,,,,,,,,,,
169,A*,10,0.0002,,,,,,,,,,
169,A*,11,0.00051,,,,,,,,,,
169,A*,12,0.00042,,,,,,,,,,
169,A*,13,0.00038,,,,,,,,,,
169,A*,14,0.00019,,,,,,,,,,
169,A*,15,0.00036,,,,,,,,,,
169,A*,16,0.00077,,,,,,,,,,
169,A*,17,0.00136,,,,,,,,,,
169,A*,18,0.00011,,,,,,,,,,
169,A*,19,0.00135,,,,,,,,,,
169,A*,20,9.00E-05,,,,,,,,,,
169,A*,21,0.00076,,,,,,,,,,
169,A*,22,0.00078,,,,,,,,,,
169,A*,23,0.0015,,,,,,,,,,
169,A*,24,0.0008,,,,,,,,,,
169,A*,25,0.00288,,,,,,,,,,
169,A*,26,0.00354,,,,,,,,,,
169,A*,27,0.00253,,,,,,,,,,
169,A*,28,0.00279,,,,,,,,,,
169,A*,29,0.0002,,,,,,,,,,
169,A*,30,0.00014,,,,,,,,,,
169,A*,31,0.00159,,,,,,,,,,
169,A*,32,0.00011,,,,,,,,,,
169,A*,33,0.00014,,,,,,,,,,
169,A*,34,0.00049,,,,,,,,,,
169,A*,35,0.00862,,,,,,,,,,
169,A*,36,0.0003,,,,,,,,,,
170,A*,3,0.0007,,,,,,,,,,
170,A*,4,0.00069,,,,,,,,,,
170,A*,5,0.00183,,,,,,,,,,
170,A*,6,0.00108,,,,,,,,,,
170,A*,7,0.0004,,,,,,,,,,
170,A*,8,0.0001,,,,,,,,,,
170,A*,9,0.00031,,,,,,,,,,
170,A*,10,0.00017,,,,,,,,,,
170,A*,11,0.0008,,,,,,,,,,
170,A*,12,0.00084,,,,,,,,,,
170,A*,13,0.00113,,,,,,,,,,
170,A*,14,0.00019,,,,,,,,,,
170,A*,15,0.00052,,,,,,,,,,
170,A*,16,0.00028,,,,,,,,,,
170,A*,17,0.00243,,,,,,,,,,
170,A*,18,0.00027,,,,,,,,,,
170,A*,19,0.00082,,,,,,,,,,
170,A*,20,5.00E-05,,,,,,,,,,
170,A*,21,0.00658,,,,,,,,,,
170,A*,22,6.00E-05,,,,,,,,,,
170,A*,23,8.00E-05,,,,,,,,,,
170,A*,24,0.00018,,,,,,,,,,
170,A*,25,0.00154,,,,,,,,,,
170,A*,26,0.00129,,,,,,,,,,
171,A*,3,0.0009,,,,,,,,,,
171,A*,4,0.00079,,,,,,,,,,
171,A*,5,0.00041,,,,,,,,,,
171,A*,6,0.00018,,,,,,,,,,
171,A*,7,0.00034,,,,,,,,,,
171,A*,8,0.00458,,,,,,,,,,
171,A*,9,0.0005,,,,,,,,,,
171,A*,10,0.0022,,,,,,,,,,
171,A*,11,0.00164,,,,,,,,,,
171,A*,12,0.00021,,,,,,,,,,
171,A*,13,9.00E-05,,,,,,,,,,
171,A*,14,0.00052,,,,,,,,,,
171,A*,15,0.00149,,,,,,,,,,
171,A*,16,0.00115,,,,,,,,,,
171,A*,17,0.00029,,,,,,,,,,
172,A*,3,0.00011,,,,,,,,,,
172,A*,4,0.00064,,,,,,,,,,
172,A*,5,0.00081,,,,,,,,,,
172,A*,6,0.00031,,,,,,,,,,
172,A*,7,0.00056,,,,,,,,,,
172,A*,8,0.00026,,,,,,,,,,
172,A*,9,0.00138,,,,,,,,,,
172,A*,10,0.00186,,,,,,,,,,
172,A*,11,0.00021,,,,,,,,,,
172,A*,12,0.00039,,,,,,,,,,
172,A*,13,0.00037,,,,,,,,,,
172,A*,14,0.00272,,,,,,,,,,
172,A*,15,0.00066,,,,,,,,,,
172,A*,16,0.00129,,,,,,,,,,
172,A*,17,0.0014,,,,,,,,,,
172,A*,18,0.00097,,,,,,,,,,
172,A*,19,0.00098,,,,,,,,,,
172,A*,20,0.00108,,,,,,,,,,
172,A*,21,0.00018,,,,,,,,,,
172,A*,22,0.00283,,,,,,,,,,
172,A*,23,0.00184,,,,,,,,,,
172,A*,24,0.00236,,,,,,,,,,
172,A*,25,0.00046,,,,,,,,,,
172,A*,26,0.00331,,,,,,,,,,
172,A*,27,0.00139,,,,,,,,,,
172,A*,28,0.00103,,,,,,,,,,
172,A*,29,0.00073,,,,,,,,,,
172,A*,30,1.00E-05,,,,,,,,,,
172,A*,31,0.00016,,,,,,,,,,
172,A*,32,0.00031,,,,,,,,,,
172,A*,33,0.00038,,,,,,,,,,
172,A*,34,0.00019,,,,,,,,,,
172,A*,35,0.00308,,,,,,,,,,
172,A*,36,0.0001,,,,,,,,,,
173,A*,3,0.00053,,,,,,,,,,
173,A*,4,0.00141,,,,,,,,,,
173,A*,5,0.00037,,,,,,,,,,
173,A*,6,0.00086,,,,,,,,,,
173,A*,7,0.00071,,,,,,,,,,
173,A*,8,0.00077,,,,,,,,,,
173,A*,9,5.00E-05,,,,,,,,,,
173,A*,10,0.0005,,,,,,,,,,
173,A*,11,0.00074,,,,,,,,,,
173,A*,12,0.00375,,,,,,,,,,
173,A*,13,0.00232,,,,,,,,,,
173,A*,14,0.00308,,,,,,,,,,
173,A*,15,0.00284,,,,,,,,,,
173,A*,16,0.00084,,,,,,,,,,
173,A*,17,0.0005,,,,,,,,,,
173,A*,18,0.00033,,,,,,,,,,
173,A*,19,0.00077,,,,,,,,,,
173,A*,20,6.00E-05,,,,,,,,,,
173,A*,21,0.00099,,,,,,,,,,
173,A*,22,0.00482,,,,,,,,,,
173,A*,23,0.00138,,,,,,,,,,
173,A*,24,0.00082,,,,,,,,,,
173,A*,25,0.00231,,,,,,,,,,
173,A*,26,0.00058,,,,,,,,,,
173,A*,27,0.00013,,,,,,,,,,
173,A*,28,0.00644,,,,,,,,,,
173,A*,29,0.00021,,,,,,,,,,
174,A*,3,0.00011,,,,,,,,,,
174,A*,4,0.00122,,,,,,,,,,
174,A*,5,0.00011,,,,,,,,,,
174,A*,6,0.00073,,,,,,,,,,
174,A*,7,0.00021,,,,,,,,,,
174,A*,8,0.00122,,,,,,,,,,
174,A*,9,0.00085,,,,,,,,,,
174,A*,10,0.00029,,,,,,,,,,
174,A*,11,0.00027,,,,,,,,,,
174,A*,12,0.00089,,,,,,,,,,
174,A*,13,0.00072,,,,,,,,,,
174,A*,14,0.00059,,,,,,,,,,
174,A*,15,0.00134,,,,,,,,,,
174,A*,16,0.00145,,,,,,,,,,
174,A*,17,0.00015,,,,,,,,,,
174,A*,18,0.00287,,,,,,,,,,
174,A*,19,0.00029,,,,,,,,,,
174,A*,20,0.0018,,,,,,,,,,
174,A*,21,0.00049,,,,,,,,,,
174,A*,22,0.00352,,,,,,,,,,
174,A*,23,0.00073,,,,,,,,,,
174,A*,24,0.00065,,,,,,,,,,
174,A*,25,0.00014,,,,,,,,,,
174,A*,26,0.00017,,,,,,,,,,
174,A*,27,0.00318,,,,,,,,,,
174,A*,28,0.00072,,,,,,,,,,
175,A*,3,8.00E-05,,,,,,,,,,
175,A*,4,0.00025,,,,,,,,,,
175,A*,5,0.00021,,,,,,,,,,
175,A*,6,0.00039,,,,,,,,,,
175,A*,7,0.00052,,,,,,,,,,
175,A*,8,0.00067,,,,,,,,,,
175,A*,9,0.0001,,,,,,,,,,
175,A*,10,0.0023,,,,,,,,,,
175,A*,11,0.0002,,,,,,,,,,
175,A*,12,0.00023,,,,,,,,,,
175,A*,13,0.00099,,,,,,,,,,
175,A*,14,0.00125,,,,,,,,,,
175,A*,15,0.00257,,,,,,,,,,
175,A*,16,0.00048,,,,,,,,,,
175,A*,17,0.00034,,,,,,,,,,
175,A*,18,0.00014,,,,,,,,,,
175,A*,19,0.00206,,,,,,,,,,
175,A*,20,0.00374,,,,,,,,,,
175,A*,21,0.00758,,,,,,,,,,
175,A*,22,0.00046,,,,,,,,,,
175,A*,23,0.00103,,,,,,,,,,
175,A*,24,0.00047,,,,,,,,,,
175,A*,25,0.00132,,,,,,,,,,
175,A*,26,0.00019,,,,,,,,,,
175,A*,27,0.00145,,,,,,,,,,
175,A*,28,0.00013,,,,,,,,,,
175,A*,29,0.00273,,,,,,,,,,
175,A*,30,0.00057,,,,,,,,,,
175,A*,31,0.00149,,,,,,,,,,
175,A*,32,0.00169,,,,,,,,,,
175,A*,33,0.00138,,,,,,,,,,
175,A*,34,0.00021,,,,,,,,,,
176,A*,3,0.00051,,,,,,,,,,
176,A*,4,0.00125,,,,,,,,,,
176,A*,5,0.00259,,,,,,,,,,
176,A*,6,0.00597,,,,,,,,,,
176,A*,7,0.00171,,,,,,,,,,
176,A*,8,0.04682,,,,,,,,,,
176,A*,9,0.00053,,,,,,,,,,
176,A*,10,0.00057,,,,,,,,,,
176,A*,11,0.00222,,,,,,,,,,
176,A*,12,0.00208,,,,,,,,,,
176,A*,13,0.00397,,,,,,,,,,
176,A*,14,0.00348,,,,,,,,,,
176,A*,15,0.00058,,,,,,,,,,
176,A*,16,0.00369,,,,,,,,,,
176,A*,17,0.00691,,,,,,,,,,
176,A*,18,0.00074,,,,,,,,,,
176,A*,19,0.00158,,,,,,,,,,
176,A*,20,0.0002,,,,,,,,,,
176,A*,21,0.00066,,,,,,,,,,
176,A*,22,0.00021,,,,,,,,,,
176,A*,23,0.0004,,,,,,,,,,
176,A*,24,0.00026,,,,,,,,,,
176,A*,25,0.00184,,,,,,,,,,
176,A*,26,0.00025,,,,,,,,,,
176,A*,27,0.00084,,,,,,,,,,
176,A*,28,0.00294,,,,,,,,,,
177,A*,3,0.00032,,,,,,,,,,
177,A*,4,0.00037,,,,,,,,,,
177,A*,5,0.00044,,,,,,,,,,
177,A*,6,0.00498,,,,,,,,,,
177,A*,7,0.00091,,,,,,,,,,
177,A*,8,0.00454,,,,,,,,,,
177,A*,9,0.0003,,,,,,,,,,
177,A*,10,0.00038,,,,,,,,,,
177,A*,11,0.00025,,,,,,,,,,
177,A*,12,0.00121,,,,,,,,,,
177,A*,13,0.00033,,,,,,,,,,
177,A*,14,0.00048,,,,,,,,,,
177,A*,15,0.00058,,,,,,,,,,
177,A*,16,0.00055,,,,,,,,,,
177,A*,17,0.00254,,,,,,,,,,
177,A*,18,0.00027,,,,,,,,,,
177,A*,19,0.00161,,,,,,,,,,
177,A*,20,0.00059,,,,,,,,,,
177,A*,21,0.00095,,,,,,,,,,
177,A*,22,0.0007,,,,,,,,,,
177,A*,23,0.00052,,,,,,,,,,
178,A*,3,7.00E-05,,,,,,,,,,
178,A*,4,0.00051,,,,,,,,,,
178,A*,5,0.00042,,,,,,,,,,
178,A*,6,0.00025,,,,,,,,,,
178,A*,7,0.00038,,,,,,,,,,
178,A*,8,0.00164,,,,,,,,,,
178,A*,9,0.00074,,,,,,,,,,
178,A*,10,0.00084,,,,,,,,,,
178,A*,11,0.0011,,,,,,,,,,
178,A*,12,0.00042,,,,,,,,,,
178,A*,13,0.00068,,,,,,,,,,
178,A*,14,0.00134,,,,,,,,,,
178,A*,15,0.00092,,,,,,,,,,
178,A*,16,0.00093,,,,,,,,,,
178,A*,17,0.0004,,,,,,,,,,
178,A*,18,0.00031,,,,,,,,,,
178,A*,19,0.00083,,,,,,,,,,
178,A*,20,0.00176,,,,,,,,,,
178,A*,21,0.00118,,,,,,,,,,
178,A*,22,0.00072,,,,,,,,,,
178,A*,23,0.00084,,,,,,,,,,
178,A*,24,0.0007,,,,,,,,,,
178,A*,25,0.00207,,,,,,,,,,
178,A*,26,0.00553,,,,,,,,,,
178,A*,27,0.00088,,,,,,,,,,
178,A*,28,0.0003,,,,,,,,,,
178,A*,29,0.00015,,,,,,,,,,
178,A*,30,0.00412,,,,,,,,,,
178,A*,31,0.00035,,,,,,,,,,
178,A*,32,0.00153,,,,,,,,,,
178,A*,33,0.00256,,,,,,,,,,
178,A*,34,0.00058,,,,,,,,,,
178,A*,35,0.00081,,,,,,,,,,
178,A*,36,0.00025,,,,,,,,,,
178,A*,37,0.00038,,,,,,,,,,
178,A*,38,0.00122,,,,,,,,,,
178,A*,39,0.00066,,,,,,,,,,
178,A*,40,0.00023,,,,,,,,,,
178,A*,41,0.00034,,,,,,,,,,
179,A*,3,0.00039,,,,,,,,,,
179,A*,4,0.00161,,,,,,,,,,
179,A*,5,0.00054,,,,,,,,,,
179,A*,6,6.00E-05,,,,,,,,,,
179,A*,7,0.0001,,,,,,,,,,
179,A*,8,0.0002,,,,,,,,,,
179,A*,9,0.00087,,,,,,,,,,
179,A*,10,0.00211,,,,,,,,,,
179,A*,11,0.00265,,,,,,,,,,
179,A*,12,0.00346,,,,,,,,,,
179,A*,13,0.00033,,,,,,,,,,
179,A*,14,0.00085,,,,,,,,,,
179,A*,15,0.00159,,,,,,,,,,
179,A*,16,0.00204,,,,,,,,,,
179,A*,17,0.00026,,,,,,,,,,
179,A*,18,0.00275,,,,,,,,,,
179,A*,19,9.00E-05,,,,,,,,,,
179,A*,20,0.00321,,,,,,,,,,
179,A*,21,0.00057,,,,,,,,,,
179,A*,22,0.00064,,,,,,,,,,
179,A*,23,0.00102,,,,,,,,,,
179,A*,24,0.00422,,,,,,,,,,
179,A*,25,0.00048,,,,,,,,,,
179,A*,26,0.00338,,,,,,,,,,
179,A*,27,0.00579,,,,,,,,,,
179,A*,28,0.00155,,,,,,,,,,
179,A*,29,0.00031,,,,,,,,,,
179,A*,30,0.00159,,,,,,,,,,
179,A*,31,0.00066,,,,,,,,,,
179,A*,32,0.00405,,,,,,,,,,
179,A*,33,0.00063,,,,,,,,,,
179,A*,34,0.00123,,,,,,,,,,
179,A*,35,7.00E-05,,,,,,,,,,
179,A*,36,0.00016,,,,,,,,,,
179,A*,37,0.00095,,,,,,,,,,
179,A*,38,0.00034,,,,,,,,,,
179,A*,39,0.00182,,,,,,,,,,
179,A*,40,0.00179,,,,,,,,,,
179,A*,41,0.00206,,,,,,,,,,
179,A*,42,0.00132,,,,,,,,,,
179,A*,43,0.00011,,,,,,,,,,
180,A*,3,8.00E-05,,,,,,,,,,
180,A*,4,0.00524,,,,,,,,,,
180,A*,5,0.00145,,,,,,,,,,
180,A*,6,0.00111,,,,,,,,,,
180,A*,7,2.00E-05,,,,,,,,,,
180,A*,8,0.0003,,,,,,,,,,
180,A*,9,0.0014,,,,,,,,,,
180,A*,10,0.00149,,,,,,,,,,
180,A*,11,0.00147,,,,,,,,,,
180,A*,12,0.00198,,,,,,,,,,
180,A*,13,0.00024,,,,,,,,,,
180,A*,14,0.00068,,,,,,,,,,
180,A*,15,0.00075,,,,,,,,,,
181,A*,3,0.00073,,,,,,,,,,
181,A*,4,0.00197,,,,,,,,,,
181,A*,5,0.00078,,,,,,,,,,
181,A*,6,0.00077,,,,,,,,,,
181,A*,7,0.00098,,,,,,,,,,
181,A*,8,0.00108,,,,,,,,,,
181,A*,9,0.00046,,,,,,,,,,
181,A*,10,0.00247,,,,,,,,,,
181,A*,11,0.0002,,,,,,,,,,
181,A*,12,0.00023,,,,,,,,,,
181,A*,13,0.00055,,,,,,,,,,
181,A*,14,0.00655,,,,,,,,,,
181,A*,15,0.00024,,,,,,,,,,
181,A*,16,0.00025,,,,,,,,,,
181,A*,17,2.00E-05,,,,,,,,,,
181,A*,18,0.00063,,,,,,,,,,
181,A*,19,0.00163,,,,,,,,,,
181,A*,20,0.00019,,,,,,,,,,
181,A*,21,3.00E-05,,,,,,,,,,
181,A*,22,0.00301,,,,,,,,,,
181,A*,23,0.00031,,,,,,,,,,
181,A*,24,0.00062,,,,,,,,,,
181,A*,25,0.00025,,,,,,,,,,
181,A*,26,0.00102,,,,,,,,,,
181,A*,27,0.00091,,,,,,,,,,
181,A*,28,0.00085,,,,,,,,,,
181,A*,29,0.00337,,,,,,,,,,
181,A*,30,0.00028,,,,,,,,,,
181,A*,31,0.00034,,,,,,,,,,
181,A*,32,0.00017,,,,,,,,,,
182,A*,3,0.00031,,,,,,,,,,
182,A*,4,0.00227,,,,,,,,,,
182,A*,5,0.00027,,,,,,,,,,
182,A*,6,0.00106,,,,,,,,,,
182,A*,7,0.001,,,,,,,,,,
182,A*,8,5.00E-05,,,,,,,,,,
182,A*,9,0.00066,,,,,,,,,,
182,A*,10,0.0002,,,,,,,,,,
182,A*,11,0.00103,,,,,,,,,,
182,A*,12,0.00048,,,,,,,,,,
182,A*,13,0.00016,,,,,,,,,,
182,A*,14,0.00084,,,,,,,,,,
182,A*,15,3.00E-05,,,,,,,,,,
182,A*,16,0.00106,,,,,,,,,,
182,A*,17,0.00087,,,,,,,,,,
182,A*,18,0.00018,,,,,,,,,,
182,A*,19,0.00047,,,,,,,,,,
182,A*,20,0.00067,,,,,,,,,,
182,A*,21,0.00019,,,,,,,,,,
182,A*,22,0.0001,,,,,,,,,,
183,A*,3,7.00E-05,,,,,,,,,,
183,A*,4,0.00258,,,,,,,,,,
183,A*,5,0.00413,,,,,,,,,,
183,A*,6,0.00112,,,,,,,,,,
183,A*,7,0.00018,,,,,,,,,,
183,A*,8,0.00428,,,,,,,,,,
183,A*,9,0.00035,,,,,,,,,,
183,A*,10,0.00016,,,,,,,,,,
183,A*,11,0.00077,,,,,,,,,,
183,A*,12,0.00085,,,,,,,,,,
183,A*,13,2.00E-05,,,,,,,,,,
183,A*,14,0.00045,,,,,,,,,,
183,A*,15,0.00218,,,,,,,,,,
183,A*,16,0.0013,,,,,,,,,,
183,A*,17,0.00023,,,,,,,,,,
183,A*,18,0.00472,,,,,,,,,,
183,A*,19,0.00026,,,,,,,,,,
183,A*,20,0.00035,,,,,,,,,,
183,A*,21,0.00594,,,,,,,,,,
183,A*,22,0.00025,,,,,,,,,,
183,A*,23,0.00159,,,,,,,,,,
183,A*,24,0.00021,,,,,,,,,,
183,A*,25,0.00281,,,,,,,,,,
183,A*,26,0.00103,,,,,,,,,,
183,A*,27,5.00E-05,,,,,,,,,,
183,A*,28,0.00034,,,,,,,,,,
184,A*,3,0.0001,,,,,,,,,,
184,A*,4,0.00302,,,,,,,,,,
184,A*,5,0.0007,,,,,,,,,,
184,A*,6,0.00021,,,,,,,,,,
184,A*,7,0.00022,,,,,,,,,,
184,A*,8,0.00065,,,,,,,,,,
184,A*,9,0.00093,,,,,,,,,,
184,A*,10,0.00027,,,,,,,,,,
184,A*,11,0.00027,,,,,,,,,,
184,A*,12,0.0001,,,,,,,,,,
184,A*,13,0.00132,,,,,,,,,,
184,A*,14,0.00173,,,,,,,,,,
184,A*,15,0.00012,,,,,,,,,,
184,A*,16,0.00168,,,,,,,,,,
184,A*,17,6.00E-05,,,,,,,,,,
184,A*,18,0.00117,,,,,,,,,,
184,A*,19,0.0002,,,,,,,,,,
184,A*,20,0.00132,,,,,,,,,,
184,A*,21,0.00063,,,,,,,,,,
184,A*,22,0.00019,,,,,,,,,,
184,A*,23,0.00074,,,,,,,,,,
184,A*,24,0.00426,,,,,,,,,,
184,A*,25,0.00029,,,,,,,,,,
184,A*,26,0.00046,,,,,,,,,,
184,A*,27,6.00E-05,,,,,,,,,,
185,A*,3,9.00E-05,,,,,,,,,,
185,A*,4,0.00138,,,,,,,,,,
185,A*,5,0.00228,,,,,,,,,,
185,A*,6,0.00102,,,,,,,,,,
185,A*,7,0.00037,,,,,,,,,,
185,A*,8,0.0008,,,,,,,,,,
185,A*,9,0.00033,,,,,,,,,,
185,A*,10,0.0025,,,,,,,,,,
185,A*,11,0.00461,,,,,,,,,,
185,A*,12,0.00158,,,,,,,,,,
185,A*,13,0.00036,,,,,,,,,,
185,A*,14,0.00016,,,,,,,,,,
185,A*,15,0.00015,,,,,,,,,,
185,A*,16,0.00012,,,,,,,,,,
185,A*,17,0.00081,,,,,,,,,,
185,A*,18,0.0001,,,,,,,,,,
185,A*,19,0.00171,,,,,,,,,,
185,A*,20,0.00162,,,,,,,,,,
185,A*,21,0.00072,,,,,,,,,,
185,A*,22,0.00041,,,,,,,,,,
185,A*,23,0.004,,,,,,,,,,
185,A*,24,6.00E-05,,,,,,,,,,
185,A*,25,0.00306,,,,,,,,,,
185,A*,26,0.00033,,,,,,,,,,
185,A*,27,0.00014,,,,,,,,,,
185,A*,28,0.00032,,,,,,,,,,
186,A*,3,0.00012,,,,,,,,,,
186,A*,4,0.00061,,,,,,,,,,
186,A*,5,0.00117,,,,,,,,,,
186,A*,6,0.00076,,,,,,,,,,
186,A*,7,0.00137,,,,,,,,,,
186,A*,8,0.00172,,,,,,,,,,
186,A*,9,0.00046,,,,,,,,,,
186,A*,10,0.00336,,,,,,,,,,
186,A*,11,0.00041,,,,,,,,,,
186,A*,12,0.00026,,,,,,,,,,
186,A*,13,0.00086,,,,,,,,,,
186,A*,14,0.00115,,,,,,,,,,
186,A*,15,0.00021,,,,,,,,,,
186,A*,16,0.00181,,,,,,,,,,
186,A*,17,0.00061,,,,,,,,,,
186,A*,18,0.00174,,,,,,,,,,
186,A*,19,0.00164,,,,,,,,,,
186,A*,20,0.00166,,,,,,,,,,
186,A*,21,0.00127,,,,,,,,,,
186,A*,22,0.00035,,,,,,,,,,
186,A*,23,0.00056,,,,,,,,,,
186,A*,24,0.0002,,,,,,,,,,
186,A*,25,0.00014,,,,,,,,,,
186,A*,26,0.00178,,,,,,,,,,
186,A*,27,0.00068,,,,,,,,,,
186,A*,28,0.00021,,,,,,,,,,
186,A*,29,0.00026,,,,,,,,,,
186,A*,30,0.002,,,,,,,,,,
186,A*,31,0.00037,,,,,,,,,,
186,A*,32,0.00159,,,,,,,,,,
186,A*,33,0.00187,,,,,,,,,,
186,A*,34,0.00228,,,,,,,,,,
186,A*,35,0.00043,,,,,,,,,,
186,A*,36,0.00018,,,,,,,,,,
186,A*,37,0.00071,,,,,,,,,,
186,A*,38,0.00103,,,,,,,,,,
186,A*,39,9.00E-05,,,,,,,,,,
186,A*,40,0.00071,,,,,,,,,,
187,A*,3,0.0001,,,,,,,,,,
187,A*,4,0.00035,,,,,,,,,,
187,A*,5,0.00072,,,,,,,,,,
187,A*,6,0.00452,,,,,,,,,,
187,A*,7,0.00062,,,,,,,,,,
187,A*,8,0.00031,,,,,,,,,,
187,A*,9,0.00146,,,,,,,,,,
187,A*,10,0.00057,,,,,,,,,,
187,A*,11,0.00169,,,,,,,,,,
187,A*,12,0.00028,,,,,,,,,,
187,A*,13,0.00119,,,,,,,,,,
187,A*,14,0.00157,,,,,,,,,,
187,A*,15,0.00074,,,,,,,,,,
187,A*,16,0.00055,,,,,,,,,,
187,A*,17,0.00181,,,,,,,,,,
187,A*,18,0.00042,,,,,,,,,,
187,A*,19,0.00026,,,,,,,,,,
187,A*,20,0.00013,,,,,,,,,,
187,A*,21,0.00117,,,,,,,,,,
187,A*,22,9.00E-05,,,,,,,,,,
187,A*,23,0.0001,,,,,,,,,,
187,A*,24,0.00056,,,,,,,,,,
187,A*,25,0.00011,,,,,,,,,,
187,A*,26,0.00055,,,,,,,,,,
187,A*,27,0.00016,,,,,,,,,,
188,A*,3,8.00E-05,,,,,,,,,,
188,A*,4,0.00017,,,,,,,,,,
188,A*,5,0.00098,,,,,,,,,,
188,A*,6,0.00063,,,,,,,,,,
188,A*,7,0.00053,,,,,,,,,,
188,A*,8,0.00078,,,,,,,,,,
188,A*,9,0.00442,,,,,,,,,,
188,A*,10,0.00049,,,,,,,,,,
188,A*,11,0.00071,,,,,,,,,,
188,A*,12,0.00122,,,,,,,,,,
188,A*,13,0.00035,,,,,,,,,,
188,A*,14,0.0002,,,,,,,,,,
188,A*,15,0.00242,,,,,,,,,,
188,A*,16,0.00057,,,,,,,,,,
188,A*,17,0.00475,,,,,,,,,,
188,A*,18,0.00084,,,,,,,,,,
188,A*,19,3.00E-05,,,,,,,,,,
188,A*,20,0.00027,,,,,,,,,,
188,A*,21,0.00043,,,,,,,,,,
188,A*,22,0.00211,,,,,,,,,,
188,A*,23,0.00019,,,,,,,,,,
188,A*,24,0.00263,,,,,,,,,,
188,A*,25,0.00028,,,,,,,,,,
188,A*,26,0.00676,,,,,,,,,,
